"","X.1","X","year","stress","satjob1","health1","jobsecok","fringeok","secondwk","famwkoff","partfull","rincome","race","sex","educ","naicsind07","censusocc00","id","ballot","isco08","stressd","stressn","satjob1d","satjob1n","health1d","health1n","jobsecokd","jobsecokn","fringeokd","fringeokn","secondwkd","famwkoffd","famwkoffn","fulld","rincomed","blackraced","femalesexd","colleged","idvar","computefrey","pct_software","pct_robot","pct_ai","naics_id","yearnaics","ko_ratio","kl_ratio","decline","declineord","declinefac"
"5150",5150,5150,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Part-time","Lt $1000","White","Male","12","Motor vehicles and motor vehicle equipment manufacturing","Automotive body and related repairers",604,"Ballot a",7231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,"2018-604",0.6453,0.376,0.684,0.48,39,"2018-39",0.03496523,0.5443847,0.1,2.3,"Average"
"5151",5151,5151,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","Refused","White","Female","16","Petroleum and petroleum products, merchant wholesalers","Other healthcare practitioners and technical occupations",605,"Ballot b",2263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,"2018-605",0.1075,0.32,0.33,0.34,181,"2018-181",0.2292037,0.6225331,0,1.5,"Faster than average"
"5152",5152,5152,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$3000 to 3999","Other","Male","12","Construction","Construction laborers",606,"Ballot a",9313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,"2018-606",0.8,0.68,0.88,0.48,18,"2018-18",0.09759137,0.2157667,0,0.5,"Much faster than average"
"5153",5153,5153,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Other","Female","9","Home health care services","Grounds maintenance workers",607,"Ballot b",9214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2018-607",0.95,0.8,0.98,0.31,45,"2018-45",0.1183382,0.2652338,0,2,"Average"
"5154",5154,5154,"2018","Hardly ever","Very satisfied","Good","Very true","Very true","No","Not at all hard","Full-time","$15000 - 19999","White","Female","14"," restaurants and other food services","Driver/sales workers and truck drivers",608,"Ballot a",8332,0,1,1,3,1,2,1,3,1,3,0,1,3,1,0,0,0,0,"2018-608",0.4095,0.75,0.85,0.35,25,"2018-25",0.09845488,0.2414978,0,2,"Average"
"5155",5155,5155,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","9"," restaurants and other food services","Chefs and head cooks",609,"Ballot c",3434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2018-609",0.365,0.38,0.355,0.235,25,"2018-25",0.09845488,0.2414978,0,0,"Much faster than average"
"5156",5156,5156,"2018","Sometimes","Somewhat satisfied","Very good","Somewhat true","Somewhat true","No","Not at all hard","Full-time","$4000 to 4999","Other","Male","11","Construction","Miscellaneous agricultural workers",610,"Ballot a",9211,0,2,1,2,1,3,1,2,1,2,0,1,3,1,0,0,1,0,"2018-610",0.87,0.97,0.93,0.93,18,"2018-18",0.09759137,0.2157667,0,2.5,"Average"
"5157",5157,5157,"2018","Sometimes","Very satisfied","Fair","Very true","Somewhat true","No","Somewhat hard","Part-time","Not applicable","Other","Male","5","Construction","Drywall installers, ceiling tile installers, and tapers",611,"Ballot a",7123,0,2,1,3,1,1,1,3,1,2,0,0,1,0,NA,0,1,0,"2018-611",0.75,0.6,0.66,0.23,18,"2018-18",0.09759137,0.2157667,0,2.666667,"Slower than average"
"5158",5158,5158,"2018","Never","Very satisfied","Excellent","Very true","Very true","No","Not at all hard","Full-time","Not applicable","Other","Female","9","Construction","Construction laborers",612,"Ballot c",9313,0,0,1,3,1,4,1,3,1,3,0,1,3,1,NA,0,0,0,"2018-612",0.8,0.68,0.88,0.48,18,"2018-18",0.09759137,0.2157667,0,0.5,"Much faster than average"
"5159",5159,5159,"2018","Never","Very satisfied","Good","Very true","Very true","Yes","Not at all hard","Full-time","$25000 or more","Other","Male","10","Construction","Heating, air conditioning, and refrigeration mechanics and installers",613,"Ballot a",7127,0,0,1,3,1,2,1,3,1,3,1,1,3,1,1,0,1,0,"2018-613",0.3265,0.585,0.6,0.59,18,"2018-18",0.09759137,0.2157667,0,1,"Faster than average"
"5160",5160,5160,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","9"," restaurants and other food services","Counter attendants, cafeteria, food concession, and coffee shop",615,"Ballot b",5246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2018-615",0.93,0.07,0.76,0.07,25,"2018-25",0.09845488,0.2414978,0,1.333333,"Faster than average"
"5161",5161,5161,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Other","Female","7","Private households","Childcare workers",616,"Ballot c",5311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2018-616",0.08,0.265,0.31,0.23,86,"2018-86",0.11116,0.2384997,0,1.5,"Faster than average"
"5162",5162,5162,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Other","Female","16","Elementary and secondary schools","Elementary and middle school teachers",619,"Ballot c",2341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"2018-619",0.0872,0.22,0.14,0.4,6,"2018-6",0.07550987,0.1330591,0,2.5,"Average"
"5163",5163,5163,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","12","Accounting, tax preparation, bookkeeping, and payroll services","Data entry keyers",620,"Ballot b",4132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2018-620",0.99,0.63,0.6,0.94,94,"2018-94",0.1201161,0.2591254,1,5,"Decline"
"5164",5164,5164,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","16","Funeral homes, and cemeteries and crematories","Secretaries and administrative assistants",621,"Ballot b",3343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"2018-621",0.68,0.33,0.43,0.09,198,"2018-198",0.11116,0.2384997,0.5,3,"Slower than average"
"5165",5165,5165,"2018","Hardly ever","Somewhat satisfied","Excellent","Not at all true","Not at all true","No","Not at all hard","Part-time","$15000 - 19999","Black","Female","12","Gift, novelty, and souvenir shops","Retail salespersons",622,"Ballot a",5223,0,1,1,2,1,4,0,0,0,0,0,1,3,0,0,1,0,0,"2018-622",0.95,0.02,0.03,0.02,229,"2018-229",0.1429863,0.3324392,0.5,4.5,"Little or no change"
"5166",5166,5166,"2018","Sometimes","Very satisfied","Very good","Very true","Somewhat true","Yes","Somewhat hard","Full-time","$25000 or more","White","Female","20","Elementary and secondary schools","Management analysts",623,"Ballot b",2421,0,2,1,3,1,3,1,3,1,2,1,0,1,1,1,0,0,1,"2018-623",0.071,0.415,0.22,0.815,6,"2018-6",0.07550987,0.1330591,0,1,"Faster than average"
"5167",5167,5167,"2018","Sometimes","Very satisfied","Fair","Very true","Very true","No","Not at all hard","Full-time","$25000 or more","Other","Male","14","Construction","Heating, air conditioning, and refrigeration mechanics and installers",624,"Ballot a",7127,0,2,1,3,1,1,1,3,1,3,0,1,3,1,1,0,1,0,"2018-624",0.3265,0.585,0.6,0.59,18,"2018-18",0.09759137,0.2157667,0,1,"Faster than average"
"5168",5168,5168,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","19","Elementary and secondary schools","Elementary and middle school teachers",625,"Ballot a",2341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"2018-625",0.0872,0.22,0.14,0.4,6,"2018-6",0.07550987,0.1330591,0,2.5,"Average"
"5169",5169,5169,"2018","Sometimes","Somewhat satisfied","Very good","Somewhat true","Not too true","No","Somewhat hard","Full-time","$25000 or more","White","Female","15","Hospitals","Respiratory therapists",626,"Ballot c",3259,0,2,1,2,1,3,1,2,0,1,0,0,1,1,1,0,0,0,"2018-626",0.1338571,0.46,0.605,0.425,14,"2018-14",0.1183382,0.2652338,0.1,1.1,"Faster than average"
"5170",5170,5170,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Part-time","Refused","Other","Female","19"," restaurants and other food services","First-line supervisors of food preparation and serving workers",627,"Ballot b",5120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,"2018-627",0.732,0.67,0.09,0.26,25,"2018-25",0.09845488,0.2414978,0,1.666667,"Average"
"5171",5171,5171,"2018","Sometimes","Very satisfied","Very good","Somewhat true","Somewhat true","No","Not at all hard","Full-time","$25000 or more","Black","Female","20","Construction","Lawyers",628,"Ballot c",2611,0,2,1,3,1,3,1,2,1,2,0,1,3,1,1,1,0,1,"2018-628",0.035,0.4,0.16,0.79,18,"2018-18",0.09759137,0.2157667,0,2,"Average"
"5172",5172,5172,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","16","Hospitals","Clinical laboratory technologists and technicians",629,"Ballot a",3212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"2018-629",0.685,0.87,0.53,1,14,"2018-14",0.1183382,0.2652338,0,0,"Much faster than average"
"5173",5173,5173,"2018","Sometimes","Somewhat satisfied","Excellent","Somewhat true","Somewhat true","No","Not too hard","Full-time","Don't know","White","Female","17","Private households","Childcare workers",630,"Ballot a",5311,0,2,1,2,1,4,1,2,1,2,0,1,2,1,NA,0,0,1,"2018-630",0.08,0.265,0.31,0.23,86,"2018-86",0.11116,0.2384997,0,1.5,"Faster than average"
"5174",5174,5174,"2018","No answer","Somewhat satisfied","Good","No answer","No answer","No","Not at all hard","Part-time","Don't know","Black","Female","16","Postal service","Postal service clerks",631,"Ballot c",4412,NA,NA,1,2,1,2,NA,NA,NA,NA,0,1,3,0,NA,1,0,1,"2018-631",0.86,0.3275,0.53,0.2725,84,"2018-84",0.5422763,2.43944,0.8,4.6,"Decline"
"5175",5175,5175,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$15000 - 19999","Black","Female","12","Clothing stores","Retail salespersons",632,"Ballot b",5223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,"2018-632",0.95,0.02,0.03,0.02,9,"2018-9",0.1429863,0.3324392,0.5,4.5,"Little or no change"
"5176",5176,5176,"2018","Often","Not too satisfied","Excellent","Not too true","Very true","No","Not at all hard","Full-time","$25000 or more","Black","Female","15","Insurance carriers and related activities","First-line supervisors of office and administrative support workers",633,"Ballot c",3341,1,3,0,1,1,4,0,1,1,3,0,1,3,1,1,1,0,0,"2018-633",0.014,0.08,0.08,0.29,38,"2018-38",0.1820927,0.6462969,0,4,"Little or no change"
"5177",5177,5177,"2018","Sometimes","Somewhat satisfied","Very good","Very true","Very true","No","Not at all hard","Full-time","$25000 or more","Black","Female","15","Investigation and security services","Business operations specialists, all other",634,"Ballot b",3339,0,2,1,2,1,3,1,3,1,3,0,1,3,1,1,1,0,0,"2018-634",0.2977143,0.225,0.19875,0.465,67,"2018-67",0.11116,0.2384997,0.375,2.875,"Slower than average"
"5178",5178,5178,"2018","Hardly ever","Very satisfied","Good","Very true","Somewhat true","No","Not too hard","Full-time","$25000 or more","Black","Male","18","Colleges and universities, including junior colleges","Postsecondary teachers",635,"Ballot a",2310,0,1,1,3,1,2,1,3,1,2,0,1,2,1,1,1,1,1,"2018-635",0.032,0.37,0.34,0.55,4,"2018-4",0.07550987,0.1330591,0,1.405405,"Faster than average"
"5179",5179,5179,"2018","Sometimes","Somewhat satisfied","Good","Not too true","Not too true","No","Not at all hard","Part-time","$10000 - 14999","Black","Female","12"," restaurants and other food services","Cooks",636,"Ballot c",5120,0,2,1,2,1,2,0,1,0,1,0,1,3,0,0,1,0,0,"2018-636",0.732,0.67,0.09,0.26,25,"2018-25",0.09845488,0.2414978,0,1.666667,"Average"
"5180",5180,5180,"2018","Hardly ever","Very satisfied","Good","Very true","Very true","No","Very hard","Part-time","$25000 or more","Other","Female","12","Warehousing and storage","Material moving workers, all other",637,"Ballot b",8344,0,1,1,3,1,2,1,3,1,3,0,0,0,0,1,0,0,0,"2018-637",0.4795,0.75,0.85,0.35,139,"2018-139",0.1375779,0.3302334,0,2,"Average"
"5181",5181,5181,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$10000 - 14999","Black","Male","12","Management, scientific, and technical consulting services","Industrial truck and tractor operators",638,"Ballot a",8344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,"2018-638",0.4795,0.75,0.85,0.35,33,"2018-33",0.09339212,0.2256744,0,2,"Average"
"5182",5182,5182,"2018","Always","Somewhat satisfied","Good","Somewhat true","Somewhat true","No","Somewhat hard","Full-time","$25000 or more","Black","Female","13","Outpatient care centers","Interviewers, except eligibility and loan",639,"Ballot b",4227,1,4,1,2,1,2,1,2,1,2,0,0,1,1,1,1,0,0,"2018-639",0.94,0.07,0.06,0.14,92,"2018-92",0.1183382,0.2652338,0,3,"Slower than average"
"5183",5183,5183,"2018","Hardly ever","Somewhat satisfied","Very good","Very true","Not at all true","No","Not at all hard","Part-time","$3000 to 3999","White","Female","12","Construction","Secretaries and administrative assistants",640,"Ballot b",3343,0,1,1,2,1,3,1,3,0,0,0,1,3,0,0,0,0,0,"2018-640",0.68,0.33,0.43,0.09,18,"2018-18",0.09759137,0.2157667,0.5,3,"Slower than average"
"5184",5184,5184,"2018","Hardly ever","Very satisfied","Good","Very true","Somewhat true","No","Not too hard","Full-time","$25000 or more","White","Male","16","Elementary and secondary schools","Postsecondary teachers",641,"Ballot a",2310,0,1,1,3,1,2,1,3,1,2,0,1,2,1,1,0,1,1,"2018-641",0.032,0.37,0.34,0.55,6,"2018-6",0.07550987,0.1330591,0,1.405405,"Faster than average"
"5185",5185,5185,"2018","Sometimes","Somewhat satisfied","Excellent","Very true","Very true","Yes","Somewhat hard","Full-time","$25000 or more","Black","Male","14","Electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.","Production workers, all other",642,"Ballot c",9329,0,2,1,2,1,4,1,3,1,3,1,0,1,1,1,1,1,0,"2018-642",0.8133333,0.8375,0.905,0.4275,169,"2018-169",0.1849459,0.6951615,0,2.5,"Average"
"5186",5186,5186,"2018","Hardly ever","Very satisfied","Very good","Very true","Very true","No","Not at all hard","Full-time","$25000 or more","White","Male","15","Radio, tv, and computer stores","First-line supervisors of mechanics, installers, and repairers",643,"Ballot b",7231,0,1,1,3,1,3,1,3,1,3,0,1,3,1,1,0,1,0,"2018-643",0.6453,0.376,0.684,0.48,81,"2018-81",0.1429863,0.3324392,0.1,2.3,"Average"
"5187",5187,5187,"2018","Hardly ever","Very satisfied","Good","Very true","Very true","Yes","Not at all hard","Full-time","$8000 to 9999","White","Male","11","Architectural, engineering, and related services","Social science research assistants",644,"Ballot a",3314,0,1,1,3,1,2,1,3,1,3,1,1,3,1,0,0,1,0,"2018-644",0.7666667,0.705,0.29,0.745,108,"2018-108",0.1201161,0.2591254,0,1,"Faster than average"
"5188",5188,5188,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","14","Offices of physicians","Physicians and surgeons",645,"Ballot c",2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2018-645",0.0042,0.27,0.11,0.53,69,"2018-69",0.08912959,0.1594349,0,2,"Average"
"5189",5189,5189,"2018","Hardly ever","Very satisfied","Excellent","Very true","Very true","No","Not at all hard","Full-time","$25000 or more","White","Female","18","Insurance carriers and related activities","Licensed practical and licensed vocational nurses",646,"Ballot b",3221,0,1,1,3,1,4,1,3,1,3,0,1,3,1,1,0,0,1,"2018-646",0.058,0.44,0.76,0.23,38,"2018-38",0.1820927,0.6462969,0,0,"Much faster than average"
"5190",5190,5190,"2018","Often","Very satisfied","Good","Very true","Very true","Yes","Not too hard","Full-time","Refused","White","Female","14","Car washes","Cleaners of vehicles and equipment",647,"Ballot a",9122,1,3,1,3,1,2,1,3,1,3,1,1,2,1,NA,0,0,0,"2018-647",0.37,0.39,0.8,0.2,61,"2018-61",0.119966,0.2698492,0,2,"Average"
"5191",5191,5191,"2018","Hardly ever","Very satisfied","Very good","Very true","Not at all true","No","Somewhat hard","Part-time","Not applicable","White","Male","11","Construction","Construction laborers",648,"Ballot b",9313,0,1,1,3,1,3,1,3,0,0,0,0,1,0,NA,0,1,0,"2018-648",0.8,0.68,0.88,0.48,18,"2018-18",0.09759137,0.2157667,0,0.5,"Much faster than average"
"5192",5192,5192,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$10000 - 14999","Other","Female","6","Elementary and secondary schools","Janitors and building cleaners",649,"Ballot b",9112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"2018-649",0.5733333,0.5366667,0.9166667,0.1866667,6,"2018-6",0.07550987,0.1330591,0.3333333,2.666667,"Slower than average"
"5193",5193,5193,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$20000 - 24999","Other","Male","3","Animal production","Farmers, ranchers, and other agricultural managers",650,"Ballot a",1311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,"2018-650",0.57,0.94,0.55,0.94,159,"2018-159",0.2078032,1.224651,0,4,"Little or no change"
"5194",5194,5194,"2018","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Black","Female","9","Colleges and universities, including junior colleges","Bakers",651,"Ballot b",7512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"2018-651",0.89,0.24,0.52,0.14,4,"2018-4",0.07550987,0.1330591,0,2,"Average"
"5195",5195,5195,"2018","Sometimes","Somewhat satisfied","Good","Very true","Somewhat true","No","Not at all hard","Part-time","$4000 to 4999","Other","Female","12","Nursing care facilities","Receptionists and information clerks",652,"Ballot a",4226,0,2,1,2,1,2,1,3,1,2,0,1,3,0,0,0,0,0,"2018-652",0.96,0.71,0.49,0.59,65,"2018-65",0.1183382,0.2652338,0,2,"Average"
"5196",5196,5196,"2018","Hardly ever","Somewhat satisfied","Good","Very true","Not at all true","Yes","Not too hard","Full-time","$25000 or more","Black","Female","19","Individual and family services","Writers and authors",653,"Ballot a",2641,0,1,1,2,1,2,1,3,0,0,1,1,2,1,1,1,0,1,"2018-653",0.3276667,0.16,0.08666667,0.39,128,"2018-128",0.06469476,0.1138274,0.3333333,3.333333,"Slower than average"
