year,stress,satjob1,health1,jobsecok,fringeok,secondwk,famwkoff,partfull,rincome,race,sex,educ,naicsind07,censusocc00,id,ballot
2018,Sometimes,Very satisfied,Very good,Not too true,Somewhat true,Yes,Somewhat hard,Full-time,$15000 - 19999,Other,Female,16,"Independent artists, performing arts, spectator sports, and related industries",Dancers and choreographers,434,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,5,Landscaping services,Grounds maintenance workers,435,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,16,Administration of environmental quality and housing programs,Administrative services managers,436,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Employment services,Secretaries and administrative assistants,437,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$8000 to 9999,White,Female,16,Not specified retail trade,Retail salespersons,438,Ballot c
2018,Often,Very satisfied,Good,Somewhat true,Somewhat true,Yes,Not at all hard,Full-time,Refused,White,Female,18,Banking and related activities,7570,439,Ballot b
2018,Sometimes,Very satisfied,Very good,Somewhat true,Somewhat true,Yes,Not at all hard,Full-time,$25000 or more,Black,Female,14,Grocery stores,First-line supervisors of retail sales workers,440,Ballot c
2018,Often,Somewhat satisfied,Good,Not too true,Somewhat true,No,Not at all hard,Part-time,$20000 - 24999,Other,Male,18,Taxi and limousine service,Taxi drivers and chauffeurs,441,Ballot c
2018,Always,Somewhat satisfied,Fair,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Female,16,Administration of economic programs and space research,"Managers, all other",442,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Refused,Other,Female,17,Pharmaceutical and medicine manufacturing,"Managers, all other",443,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,12,Drycleaning and laundry services,Laundry and dry-cleaning workers,444,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,Not applicable,Black,Female,12, restaurants and other food services,Cooks,445,Ballot c
2018,Sometimes,Very satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,Other,Male,12,"Health and personal care, except drug, stores",First-line supervisors of retail sales workers,446,Ballot b
2018,Sometimes,Somewhat satisfied,Good,Somewhat true,Not too true,No,Not too hard,Full-time,$25000 or more,Other,Female,16,Private households,Maids and housekeeping cleaners,447,Ballot c
2018,Often,Somewhat satisfied,Very good,Somewhat true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,Black,Female,16,Hospitals,Registered nurses,448,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Sawmills and wood preservation,"Bookkeeping, accounting, and auditing clerks",449,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,0,Individual and family services,"Nursing, psychiatric, and home health aides",450,Ballot b
2018,Hardly ever,Somewhat satisfied,Very good,Very true,Very true,No,Not too hard,Full-time,$25000 or more,Black,Male,12,Construction,"Shipping, receiving, and traffic clerks",451,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Female,17,Department stores and discount stores,Marketing and sales managers,452,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,12,Hospitals,"Nursing, psychiatric, and home health aides",453,Ballot b
2018,Often,Very satisfied,Excellent,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Female,16,Elementary and secondary schools,Elementary and middle school teachers,454,Ballot c
2018,Sometimes,Somewhat satisfied,Good,Somewhat true,Very true,Yes,Not at all hard,Full-time,$25000 or more,Black,Female,18,Executive offices and legislative bodies,"Managers, all other",455,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Male,13,Not applicable,Not applicable,456,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Male,19,U.s. armed forces/n.s.,Detectives and criminal investigators,457,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,16,Real estate,Accountants and auditors,458,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Wired telecommunications carriers,Telecommunications  line installers and repairers,459,Ballot a
2018,Never,Not at all satisfied,Excellent,Somewhat true,Very true,No,Not at all hard,Full-time,Not applicable,White,Female,14,Other personal services,Parking lot attendants,460,Ballot b
2018,Hardly ever,Very satisfied,Excellent,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Male,16,Construction,Secretaries and administrative assistants,461,Ballot c
2018,Sometimes,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$8000 to 9999,Other,Female,17,"Civic, social, advocacy organizations, and grantmaking and giving services",Registered nurses,462,Ballot c
2018,Sometimes,Very satisfied,Good,Very true,Dont know,No,Not too hard,Full-time,$25000 or more,White,Male,15,No answer,Computer support specialists,463,Ballot c
2018,Sometimes,Somewhat satisfied,Good,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,16,Grocery stores,Cashiers,464,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,16,Insurance carriers and related activities,Miscellaneous legal support workers,465,Ballot a
2018,Sometimes,Somewhat satisfied,Very good,Very true,Not at all true,No,Not at all hard,Part-time,$7000 to 7999,White,Female,14,"Other amusement, gambling, and recreation industries","Ushers, lobby attendants, and ticket takers",466,Ballot c
2018,Often,Somewhat satisfied,Very good,Very true,Somewhat true,Yes,Not at all hard,Full-time,$25000 or more,Other,Female,14,Elementary and secondary schools,"Nursing, psychiatric, and home health aides",467,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,15,"Electrical and electronic goods, merchant wholesalers",First-line supervisors of non-retail sales workers,468,Ballot b
2018,Hardly ever,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,Automobile dealers,Financial managers,469,Ballot a
2018,Hardly ever,Very satisfied,Very good,Very true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Female,14,"Securities, commodities, funds, trusts, and other financial investments",Secretaries and administrative assistants,470,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,18,Elementary and secondary schools,Teacher assistants,471,Ballot a
2018,Hardly ever,Very satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,Other,Female,19,Individual and family services,Social workers,472,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,White,Female,16,Legal services,Paralegals and legal assistants,473,Ballot a
2018,Often,Very satisfied,Very good,Very true,Not at all true,No,Not at all hard,Full-time,$25000 or more,White,Male,18,Support activities for agriculture and forestry,Human resources workers,474,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,9,Not applicable,Not applicable,475,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,15,"Justice, public order, and safety activities",Firefighters,476,Ballot b
2018,Often,Somewhat satisfied,Fair,Very true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,White,Female,18,"Colleges and universities, including junior colleges",Other teachers and instructors,477,Ballot c
2018,Sometimes,Very satisfied,Good,No answer,No answer,No,Not too hard,Full-time,$3000 to 3999,Other,Male,20,Automotive repair and maintenance,Automotive service technicians and mechanics,478,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Offices of physicians,Receptionists and information clerks,479,Ballot a
2018,Often,Somewhat satisfied,Fair,Very true,Not too true,Yes,Somewhat hard,Part-time,$20000 - 24999,White,Male,13, restaurants and other food services,Waiters and waitresses,480,Ballot c
2018,Sometimes,Somewhat satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,Other,Female,18,Hospitals,Registered nurses,481,Ballot b
2018,Hardly ever,Very satisfied,Excellent,Very true,Somewhat true,Yes,Not at all hard,Part-time,$15000 - 19999,Black,Female,15,Beauty salons,Miscellaneous personal appearance workers,482,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,Refused,White,Female,12,Non-depository credit and related activities,Credit counselors and loan officers,483,Ballot a
2018,Always,Not too satisfied,Fair,Somewhat true,No answer,No,Very hard,Part-time,$15000 - 19999,White,Male,12,Postal service,Postal service mail carriers,484,Ballot c
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,Petroleum refining,Architectural and engineering managers,485,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,Black,Female,11,Home health care services,Registered nurses,486,Ballot c
2018,Sometimes,Very satisfied,Excellent,Somewhat true,Very true,No,Not too hard,Part-time,$25000 or more,Black,Female,16,Truck transportation,"Laborers and freight, stock, and material movers, hand",487,Ballot a
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,National security and international affairs,"Wholesale and retail buyers, except farm products",488,Ballot b
2018,Often,Very satisfied,Very good,Not too true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Male,12,"Groceries and related products, merchant wholesalers","Laborers and freight, stock, and material movers, hand",489,Ballot b
2018,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,14,"Justice, public order, and safety activities",Customer service representatives,490,Ballot c
2018,Often,Very satisfied,Excellent,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,Building material and supplies dealers,First-line supervisors of office and administrative support workers,491,Ballot b
2018,Sometimes,Very satisfied,Excellent,Very true,Somewhat true,No,Not at all hard,Full-time,Refused,White,Male,16,Legal services,Lawyers,492,Ballot c
